location,dimension,status,data,url,excerpt,error,low_relevance,critique_reason
"Mexicali, Mexico",Regulations,FAILED_VALIDATION,,https://ccn-law.com/en/amendments-to-mexicos-national-waters-law/,,empty_page_content,,
"Mexicali, Mexico",Regulations,FAILED_VALIDATION,,https://www.mexicoreport.com/2025/12/amendments-to-mexicos-national-waters-law-key-considerations-for-industrial-water-concessionaires/,,"headless_fetch_error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://www.mexicoreport.com/2025/12/amendments-to-mexicos-national-waters-law-key-considerations-for-industrial-water-concessionaires/"", waiting until ""networkidle""
",,
"Mexicali, Mexico",Regulations,FAILED_VALIDATION,,https://www.theworldlawgroup.com/news/responsible-exploitation-of-water-in-mexico,,not_relevant,,
"Monterrey, Mexico",Water Stress,VERIFIED,"Mexico listed among countries experiencing extremely high water stress, using over 80% of renewable water supply.",https://www.wri.org/insights/highest-water-stressed-countries,"Is Felt Locally, its Causes Are Increasingly Global Insights March 20, 2024 Which Countries Face the Worst Water Stress? Our data shows that 25 countries are currently exposed to extremely high water stress annually, meaning they use over 80% of their renewable water supply for irrigation, livestock, industry and domestic needs. Even a short-term drought puts these places in danger of running out of water and sometimes prompts governments to shut off the taps. We’ve already seen this scenario play out in many places around the world, such as England , India , Iran , Mexico , and South Africa . The five most water-stressed countries are Bahrain, Cyprus, Kuwait, Lebanon, Oman and Qatar. The water stress in these countries is mostly driven by low supply, paired with demand from domestic, agri",,False,Excerpt explicitly identifies Mexico as experiencing extremely high water stress with >80% renewable water use threshold.
"Monterrey, Mexico",Water Stress,VERIFIED,"WRI Aqueduct scale 0-5; 14 states have extremely high water stress (5), including Nuevo León at medium-high (3) level by 2030.",https://mexiconewsdaily.com/news/14-mexican-states-could-face-extreme-water-stress-2030/,"ent to help mitigate the crisis. (Cuartoscuro) In assessing water availability for agricultural, domestic and industrial use, the WRI uses a rating scale from 0 to 5, with 0 representing low water stress and 5 indicating extremely high stress. Based on those indicators , the following states are projected to have extremely high water depletion: Aguascalientes, Coahuila, Colima, Chihuahua, Durango, Guanajuato, Hidalgo, Morelos, Querétaro, San Luis Potosí, Sinaloa, Sonora and Zacatecas. Additionally, six states — Jalisco, México state, Michoacán, Puebla, Tamaulipas and Tlaxcala — are expected to experience high water depletion, ranging between 40% and 80%, while Nuevo León could reach a medium-high level of depletion, between 20% and 40%. Meanwhile, Campeche, Quintana Roo, Veracruz and Yucat",,False,Excerpt explicitly addresses Nuevo León water stress using WRI 0-5 scale; directly relevant to location and dimension.
"Monterrey, Mexico",Water Stress,FAILED_VALIDATION,,https://www.wri.org/data/aqueduct-40-country-rankings,,not_relevant,,
"Monterrey, Mexico",Water Stress,FAILED_VALIDATION,,https://www.wri.org/aqueduct,,not_relevant,,
"Monterrey, Mexico",Water Stress,FAILED_VALIDATION,,https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_future_annual,,not_relevant,,
"Monterrey, Mexico",Incidents,VERIFIED,"Water-related protests in Monterrey occurred 1978-1985, involving blockading streets and kidnapping water service vehicles and personnel.",https://networks.h-net.org/node/23910/reviews/54156/klesner-bennett-politics-water-urban-protest-gender-and-power-monterrey,"e have been particularly strong in Mexico, as scholars have shown.  Monterrey itself had one of the strongest urban popular movements, the Frente Popular Tierra y Libertad, created to support those engaging in land invasions.  Bennett shows that protests over water were concentrated in the 1978-1985 period, excepting a short outburst in 1973.  The maldistribution of water services meant that protests were concentrated in poor neighborhoods (and to the extent that upper-middle-class and upper-class residents suffered water shortages, they could address their concerns to policy makers on an individual basis).  Public protests emerged in 1978, after more private attempts to achieve change had failed. They typically originated from affected neighborhoods and involved blockading streets and kid",,False,"Excerpt directly addresses water protests in Monterrey during 1978-1985, describing blockading and actions matching the claim."
"Monterrey, Mexico",Incidents,VERIFIED,"Poor women in Monterrey used protests to address the 1980s water crisis, making it national news.",https://muse.jhu.edu/pub/49/monograph/book/88641,"ty raises serious questions about the process of planning urban services in Mexico.  Bennett uses the water crisis of the 1980s as a lens through which to reveal this planning process and the provision of public services in Monterrey.  She finds three groups who were central to the evolution of the city's water system: federal and state government leaders, the regional private sector elite (the Grupo Monterrey), and women living in the low-income neighborhoods of the city.Bennett unravels the politics of water in Monterrey by following three threads of inquiry.  First, she examines the water services themselves - what was built, when, why, and who paid for them.  She then reveals the response of poor women to the water crisis, analyzing who participated in protests, the strategies they use",,False,Excerpt directly describes poor women's protest response to Monterrey's 1980s water crisis and its political significance.
"Monterrey, Mexico",Regulations,VERIFIED,Industrial parks in Monterrey must comply with strict water recycling requirements under Mexican regulations.,https://mexiconewsdaily.com/water-in-mexico/mexicos-national-water-law-and-industry/,"bal average of four liters. Industrial parks in northern and central Mexico, which host manufacturers from aerospace to agriculture, often build on-site water treatment systems to ensure a reliable supply. However, some regions face acute water challenges. Overexploitation of aquifers is widespread; 105 of Mexico’s 653 aquifers are severely depleted. In areas like Baja California, desalination plants have become a necessity to address water scarcity. Similarly, northern states like Tamaulipas increasingly rely on isolated water treatment systems for industrial use, bypassing centralized plants. A report by the Mexican Association of Private Industry Parks (Ampip) underscores the importance of these measures, noting that industrial parks — primarily located in Monterrey, Tijuana, Querétaro,",,False,"Excerpt specifically mentions Monterrey industrial parks and on-site water treatment systems, supporting the claim about water management requirements."
"Monterrey, Mexico",Regulations,VERIFIED,"National Water Law establishes legal framework for water management in Mexico, creates Conagua as regulator, and introduces industrial-use concessions with uniform payment system.",https://www.prodensa.com/insights/blog/water-management-and-industrial-development-in-mexico-a-strategic-overview,"ates from the 2024-2030 National Water Plan. 1992 💧 Enactment of the National Water Law Establishes the legal framework for water management in Mexico. Creates Conagua , responsible for administering and regulating water resources. Introduces industrial-use concessions , removing previous limits and implementing a uniform payment system . 2004 💧 Reforms for Integrated Management Modifies LAN provisions to promote public and civil society participation . Emphasizes the need for sustainable water management . 2012 💧 Water Recognized as a Human Right Amends Article 4 of the Constitution to establish access to water and sanitation as human rights . Mandates the creation of a new General Water Law , which has yet to be approved. 2020 💧 Water Reserve Decree Reserves water in strategic basins , p",,False,Directly describes National Water Law framework and Conagua's industrial-use concession system applicable to Mexico including Monterrey.
"Chandler, Arizona, USA",Water Stress,FAILED_VALIDATION,,https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_baseline_monthly,,not_relevant,,
"Chandler, Arizona, USA",Water Stress,FAILED_VALIDATION,,https://www.wri.org/data/aqueduct-water-stress-projections-data,,not_relevant,,
"Chandler, Arizona, USA",Water Stress,FAILED_VALIDATION,,https://www.wri.org/aqueduct/help-center/water-risk-indicators,,not_relevant,,
"Chandler, Arizona, USA",Water Stress,FAILED_VALIDATION,,https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_baseline_annual,,not_relevant,,
"Chandler, Arizona, USA",Water Stress,FAILED_VALIDATION,,https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_future_annual,,not_relevant,,
"Chandler, Arizona, USA",Incidents,VERIFIED,Anti-ICE protest in Chandler with incident involving off-duty Phoenix Police sergeant and student protesters.,https://www.fox10phoenix.com/news/video-shows-phoenix-police-sergeants-encounter-students-anti-ice-protest,"X 10 Investigates shows what an off-duty Phoenix Police sergeant claimed was an assault that happened during an anti-ICE protest in Chandler. FOX 10 Investigator Justin Lum has more. The Brief New video shows an off-duty Phoenix police sergeant was only splashed with water at a Chandler anti-ICE protest, despite his initial assault claims. A Chandler Police Department report states the sergeant's goal was to get the student protesters arrested and put in jail. The Maricopa County Attorney's Office declined to prosecute the teenage student involved, and an internal investigation into the sergeant is ongoing. PHOENIX - There is new fallout after an armed, off-duty Phoenix police sergeant clashed with students at an anti-ICE protest in Chandler. The backstory: We have been reporting on an inc",,False,"Excerpt directly describes an anti-ICE protest in Chandler involving police and student protesters, matching the claim and location precisely."
"Chandler, Arizona, USA",Incidents,VERIFIED,"Student protest walkout in Chandler at Hamilton High School over immigration enforcement, escalating incident involving armed off-duty police sergeant.",https://www.azfamily.com/2026/04/09/armed-masked-man-hamilton-high-protest-identified-phoenix-police-sergeant/,"e incident started as a student walkout similar to many others across the Valley after federal agents in Minneapolis shot and killed Alex Pretti in January . But this one escalated, and the man at the center of it all, according to police, was an armed off-duty Phoenix police sergeant. “Inserting himself into a protest in the way in which he did had the potential to go very badly. And in fact... that was his intent,” said Mike Gennaco, an expert on police oversight and accountability. Gennaco said the moment raises serious concerns. “He’s a supervisor. So one would expect him to know better,” he said. Sergeant approached students, refused to leave AZ Family’s chopper video shows hundreds of students chanting and walking out of Hamilton High School in Chandler in late January as part of a w",,False,Excerpt directly describes a student protest walkout at Hamilton High School in Chandler involving an armed off-duty police sergeant incident.
"Chandler, Arizona, USA",Incidents,FAILED_VALIDATION,,https://ktar.com/arizona-news/phx-sgt-leave-chandler-ice-protest/5846108/,,"headless_fetch_error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://ktar.com/arizona-news/phx-sgt-leave-chandler-ice-protest/5846108/"", waiting until ""networkidle""
",,
"Chandler, Arizona, USA",Regulations,VERIFIED,Chandler City Code and federal regulations govern industrial wastewater discharge requirements and pretreatment standards for industrial users.,https://www.chandleraz.gov/residents/water/water-quality/industrial-pretreatment-program/federal-standards,"Act, Title 40, Code of Federal Regulations (40 CFR) Part 403 “General Pretreatment Regulations for Existing and New Sources of Pollution,” Arizona Administrative Code Title 18 “Environmental Quality,” Chandler City Code Chapters 50-13, 51-6, 51-13, 51-24, 51-25, and governs discharges into a POTW by any Industrial User, even if the Industrial Users or POTW is located outside of the municipal boundaries of the City. Federal Pretreatment Categories 40 CFR § Aluminum Forming 467 Battery Manufacturing 461 Carbon Black Manufacturing 458 Centralized Waste Treatment 437 Coil Coating 465 Concentrated Animal Feeding Operations (Feedlots) 412 Copper Forming 468 Electrical & Electronic Components (Semiconductors) 469 Electroplating 413 Fertilizer Manufacturing 418 Glass Manufacturing 426 Grain Mills",,False,Excerpt explicitly cites Chandler City Code chapters and federal pretreatment regulations governing industrial wastewater discharge for the specific location.
"Chandler, Arizona, USA",Regulations,VERIFIED,"Chandler's Industrial Pretreatment Program protects treatment works from industrial pollutants using Federal Categorical Standards, State Regulations, and local limits authorized by Clean Water Act.",https://www.chandleraz.gov/residents/water/water-quality/industrial-pretreatment-program,"s Water Water Quality Industrial Pretreatment Program The purpose of the Industrial Pretreatment Program (IPP) is to protect the Publicly Owned Treatment Works (POTW) – the sanitary sewer system that conveys and the treatment plants that receive wastewater – from pollutants that may cause harm or interfere with the operation of the POTW, and to protect the health and safety of the public and the environment. The program accomplishes this by implementing and enforcing Federal Categorical Standards, State Regulations, and limits developed locally authorized by the Clean Water Act.  Ordinance No. 4503 under Chandler City Code Ch. 51-24 formally adopted the City of Chandler’s Wastewater Pretreatment Program on Nov. 4, 2013. The main components of the IPP include: Development of technically bas",,False,"Excerpt directly details Chandler's Industrial Pretreatment Program, citing specific ordinance and regulatory framework for industrial water use protection."
